Data record 10/15,Not slowed,slowed,slower,slowest,Not slowed
,118,118,0,0,120
,120,118,0,0,118
,118,120,0,2,118
,118,118,0,0,118
,118,120,0,0,120
,120,118,0,0,120
,120,118,-2,2,120
,118,118,-2,0,118
,120,124,0,2,118
,120,118,0,0,120
,118,70,-2,0,120
,120,42,-2,2,118
,118,24,-2,2,120
,118,14,-2,2,118
,118,8,-2,2,118
,120,6,-2,2,118
,118,2,4,0,78
,74,2,-2,2,44
,40,2,-2,2,24
,24,0,-2,2,14
,14,0,-2,2,8
,8,-2,-2,2,4
,4,-2,-2,2,2
,6,-2,-2,2,0
,0,0,-2,2,0
,-2,-2,-2,4,0
,0,-2,-2,2,0
,-2,-2,-2,2,-2
,0,-2,-2,2,-2
,-2,-2,-2,2,0
,-2,-2,-2,2,0
,-2,0,-2,2,0
,0,-2,0,2,0
,0,-2,0,0,0
,0,-2,0,2,0
,0,-2,0,0,0
,0,0,-2,0,0
,0,-2,0,0,0
,0,-2,0,0,2
,0,-2,6,0,0
,2,-2,0,0,0
,0,-2,0,0,0
,0,-2,0,0,0
,0,0,0,-2,0
,0,-2,0,0,2
,2,-2,2,0,0
,2,-2,0,0,0
,0,0,2,0,2
,0,-2,0,4,2
,2,-2,0,-2,2
,2,0,2,-2,2
,2,0,0,-2,2
,2,0,2,-2,2
,0,0,2,-2,2
,2,0,2,-2,2
,2,0,2,-2,2
,118,118,120,120,120
,120,118,120,120,120
,120,118,118,120,118
,118,120,120,120,118
,118,120,118,118,118
,118,118,118,120,120
,120,118,118,118,118
,118,120,118,118,120
,118,118,118,120,118
,120,118,118,118,118
,118,122,118,118,120
,118,120,118,118,118
,118,118,120,118,118
,118,120,118,118,118
,118,118,118,118,120
,118,118,120,124,120
,118,120,118,118,118
,120,120,118,120,120
,118,118,120,120,118
,122,120,118,118,120
,118,118,120,118,120
,118,120,120,118,120
,120,118,120,118,118
,118,120,118,118,122
,120,118,118,118,120
,122,120,120,120,120
,118,120,120,118,120
,120,120,118,118,118
,120,120,120,120,120
,120,118,118,120,118
,120,120,118,120,118
,118,118,118,120,120
,118,118,118,118,118
,118,120,118,118,120
,118,120,118,120,118
,118,120,122,118,118
,118,118,118,118,120
,118,118,120,118,118
,118,120,118,120,118
,116,124,118,120,80
,62,118,118,118,44
,36,118,118,118,26
,20,120,118,118,14
,12,118,118,118,8
,6,118,120,118,4
,2,118,118,120,2
,0,92,118,118,0
,0,52,118,118,0
,2,30,118,118,-2
,-2,18,118,118,0
,0,10,118,118,-2
,0,4,120,118,-2
,-2,2,120,118,4
,-2,0,118,118,-2
,2,0,118,118,-2
,-2,0,120,118,0
,-2,-2,120,118,0
,0,-2,120,118,0
,0,-2,118,120,4
,0,-2,118,118,0
,-2,-2,118,120,-2
,0,-2,118,126,0
,0,-2,118,118,0
,0,-2,120,118,0
,0,-2,122,118,0
,0,-2,118,118,0
,0,-2,98,118,0
,0,-2,54,120,0
,0,0,32,118,0
,0,-2,20,120,0
,0,-2,12,120,0
,0,-2,6,120,0
,0,-2,4,118,2
,0,-2,2,118,2
,2,0,2,120,2
,2,0,2,118,2
,2,0,2,120,2
,8,0,2,120,2
,2,0,2,118,26
,120,0,2,118,118
,120,0,2,118,118
,120,0,2,118,120
,118,0,2,118,118
,120,0,2,120,118
,118,0,2,120,120
,118,0,2,118,118
,120,0,2,118,118
,118,0,4,118,126
,118,0,0,118,120
,118,2,2,118,118
,120,2,2,122,118
,118,2,2,118,118
,118,2,2,120,118
,120,120,0,120,122
,120,120,2,120,120
,118,120,2,118,120
,120,120,2,118,120
,120,120,2,120,120
,118,118,2,120,120
,118,118,2,118,118
,120,118,2,118,120
,120,118,2,118,118
,120,118,2,118,120
,118,120,2,120,120
,118,118,0,118,118
,118,118,0,118,118
,120,118,0,120,118
,118,120,0,118,118
,120,120,0,118,120
,120,118,2,118,118
,118,118,0,118,120
,118,120,0,104,118
,118,118,-2,56,120
,118,120,0,36,120
,118,120,0,20,118
,118,118,0,12,120
,118,120,2,8,118
,118,118,-2,6,118
,78,118,-2,4,72
,44,118,0,2,40
,26,120,-2,2,24
,14,120,-2,2,14
,8,120,-2,2,12
,4,120,-2,2,4
,2,118,-2,2,2
,0,120,-2,2,2
,0,122,-2,2,0
,0,118,-2,2,0
,-2,120,-2,2,2
,4,120,-2,2,-2
,0,120,-2,2,-2
,-2,118,-2,2,-2
,-2,118,-2,2,-2
,-2,118,120,2,-2
,-2,120,120,0,-2
,-2,120,118,2,-2
,-2,120,120,8,-2
,-2,118,118,2,0
,0,120,120,2,0
,-2,74,118,2,-2
,-2,42,118,2,0
,-2,24,120,2,0
,0,14,118,2,-2
,-2,8,120,2,0
,0,4,118,2,0
,0,2,120,2,0
,0,0,120,0,-2
,0,0,118,0,0
,0,0,120,0,0
,0,4,120,0,0
,0,-2,120,0,0
,0,-2,118,0,0
,0,0,118,0,0
,0,-2,118,0,0
,0,0,120,0,0
,0,-2,120,0,0
,0,0,118,-2,2
,24,-2,118,0,90
,120,-2,118,0,120
,118,0,120,0,120
,120,-2,118,-2,118
,120,0,118,0,118
,120,0,122,-2,118
,118,0,118,-2,122
,120,0,118,-2,118
,120,0,120,-2,118
,120,0,118,-2,120
,120,0,118,-2,120
,120,2,122,0,118
,120,0,120,-2,118
,118,2,120,-2,120
,120,0,118,-2,118
,120,2,118,-2,120
,118,2,120,-2,120
,120,0,118,-2,120
,120,2,118,-2,118
,118,2,118,-2,118
,118,2,120,-2,118
,118,2,120,-2,118
,118,2,118,-2,120
,120,0,120,-2,118
,120,2,118,-2,118
,118,2,118,4,118
,120,0,120,-2,120
,118,2,118,-2,118
,118,120,120,-2,118
,118,118,118,-2,118
,122,120,118,0,118
,118,118,120,2,120
,118,120,118,0,120
,120,118,118,0,118
,118,120,124,0,118
,118,120,118,0,120
,118,120,118,0,120
,118,118,118,0,118
,118,118,118,0,120
,118,118,120,0,118
,68,118,118,0,70
,38,120,118,0,44
,22,118,102,0,24
,14,120,56,0,14
,6,120,32,0,8
,4,118,20,2,4
,2,118,10,0,2
,0,118,6,2,-2
,0,120,2,6,-2
,-2,118,0,2,0
,0,122,0,2,0
,-2,120,0,2,0
,-2,118,0,2,0
,0,118,-2,2,-2
,-2,120,-2,4,-2
,-2,118,-2,2,-2
,-2,120,0,2,0
,-2,118,4,2,0
,-2,120,-2,2,-2
,-2,118,-2,2,-2
,-2,120,-2,2,-2
,-2,120,-2,0,-2
,-2,118,-2,2,-2
,-2,118,2,2,-2
,-2,118,-2,2,-2
,-2,118,-2,2,-2
,-2,120,-2,120,0
,-2,120,-2,118,-2
,0,118,0,120,0
,0,118,-2,118,0
,-2,118,-2,120,2
,-2,118,0,120,0
,-2,120,0,118,0
,0,118,0,118,0
,0,96,0,120,0
,0,54,0,120,0
,0,32,0,120,4
,0,18,0,124,0
,0,10,0,120,0
,120,12,0,120,120
,120,2,0,118,120
,118,0,0,118,118
,120,2,0,120,118
,118,0,0,120,118
,118,0,0,118,118
,120,0,2,118,120
,118,0,2,120,120
,118,0,2,118,118
,122,0,0,118,120
,120,0,2,118,118
,120,0,2,118,118
,118,-2,2,118,118
,120,0,2,118,118
,118,0,2,118,118
,120,0,2,118,118
,120,0,2,118,118
,120,0,2,118,120
,118,0,2,118,118
,120,0,2,118,118
,118,2,2,118,118
,118,2,2,122,118
,120,2,2,118,118
,118,2,2,118,120
,118,2,2,118,118
,118,2,2,120,118
,118,2,2,118,124
,118,2,2,118,120
,120,2,2,118,118
,120,4,2,118,120
,118,2,120,120,120
,118,2,118,118,118
,124,2,120,120,120
,120,2,120,118,118
,120,2,120,120,120
,120,2,120,118,120
,118,2,120,118,120
,118,2,118,120,118
,120,2,118,118,118
,88,2,120,118,118
,50,2,120,120,62
,30,2,118,118,38
,18,120,118,118,22
,10,120,118,120,14
,6,118,118,124,6
,4,118,118,118,2
,2,120,118,118,2
,2,118,120,118,2
,0,118,118,118,0
,-2,118,118,118,-2
,-2,118,118,118,0
,-2,118,120,118,-2
,-2,124,120,118,-2
,-2,120,118,120,-2
,-2,120,118,120,-2
,-2,120,118,120,-2
,-2,118,118,118,-2
,-2,118,118,118,-2
,-2,122,118,120,-2
,-2,118,122,118,-2
,-2,118,118,118,-2
,0,118,120,118,4
,-2,118,120,118,-2
,-2,118,120,118,-2
,-2,118,118,118,-2
,-2,118,118,118,0
,-2,118,118,118,-2
,0,120,118,122,2
,-2,118,118,120,-2
,-2,118,118,118,-2
,-2,118,118,118,0
,0,120,118,118,0
,0,120,118,118,-2
,-2,118,118,120,0
,-2,120,118,118,-2
,0,120,118,118,0
,0,118,118,118,0
,0,118,118,120,0
,0,120,118,118,0
,118,120,118,120,120
,118,120,120,120,120
,120,124,120,120,120
,118,118,126,120,118
,118,118,118,118,120
,120,120,118,120,118
,118,118,120,118,118
,120,118,118,118,118
,118,118,118,120,118
,118,84,118,118,120
,118,48,118,118,120
,120,28,118,126,120
,118,18,120,118,120
,120,10,118,118,120
,118,6,118,120,120
,120,2,118,118,118
,118,2,120,118,120
,118,2,78,120,124
,120,2,46,86,118
,118,0,28,48,120
,118,0,18,28,120
,120,0,12,16,118
,118,0,6,10,118
,120,0,4,4,120
,118,2,4,4,120
,118,2,4,0,118
,118,0,2,2,118
,118,2,2,0,120
,118,2,2,-2,118
,118,2,2,-2,118
,120,2,2,-2,118
,118,2,2,-2,120
,120,2,8,-2,120
,118,2,2,0,120
,118,2,0,2,118
,118,2,2,-2,118
,120,2,2,-2,120
,118,4,0,-2,120
,118,2,2,0,118
,74,2,2,0,120
,46,2,0,2,66
,26,2,0,0,38
,14,2,0,-2,22
,10,2,0,0,14
,6,2,0,0,8
,4,2,0,0,4
,2,2,0,0,2
,0,2,0,0,2
,0,2,0,0,0
,0,2,0,0,0
,0,0,0,0,0
,0,0,-2,0,0
,-2,0,-2,0,4
,-2,0,-2,0,-2
,-2,0,-2,0,-2
,-2,64,4,2,-2
,0,120,-2,2,-2
,0,120,-2,2,-2
,-2,120,-2,2,2
,-2,118,-2,2,-2
,-2,122,-2,2,-2
,-2,120,-2,2,-2
,0,118,-2,2,-2
,0,120,-2,2,-2
,-4,118,0,2,-2
,-2,118,-2,2,-2
,-2,118,-2,2,-2
,-2,120,0,2,-2
,-2,118,-2,2,-2
,0,118,-2,0,-2
,-2,120,-2,2,-4
,-2,118,-2,2,-2
,0,118,-2,2,-2
,-2,118,-2,2,-2
,0,120,-2,2,-2
,-2,120,-2,2,0
,-2,118,-2,2,-2
,0,118,-2,0,0
,118,118,2,2,0
,120,118,0,2,120
,118,120,0,0,118
,118,118,-2,0,120
,118,118,-2,0,120
,120,118,0,0,118
,118,120,120,0,120
,120,120,120,0,118
,118,120,120,2,120
,118,120,118,0,124
,118,118,120,0,120
,120,124,118,0,118
,118,118,118,0,118
,120,120,118,0,120
,124,118,118,0,120
,120,120,118,0,122
,120,120,118,-2,120
,120,118,118,-2,120
,120,118,118,-2,120
,118,118,118,-2,120
,118,120,120,-2,118
,118,118,118,-2,118
,120,120,120,-2,118
,118,118,118,-2,120
,118,66,118,-2,120
,118,38,118,-2,118
,118,24,120,-2,118
,118,14,118,-2,118
,118,10,118,-2,120
,120,6,124,-2,120
,120,4,120,-2,120
,120,2,118,4,118
,118,2,120,-2,120
,118,2,120,-2,118
,120,6,118,-2,118
,118,2,118,-4,120
,120,2,118,-2,120
,120,2,118,-2,118
,118,2,120,-2,118
,100,2,120,-2,118
,56,2,120,-2,106
,32,2,118,0,58
,20,2,120,-2,34
,16,2,118,0,20
,6,2,118,0,14
,4,2,118,-2,6
,2,2,118,0,4
,2,2,118,0,2
,2,2,118,0,2
,0,2,118,0,2
,0,2,118,0,0
,0,2,118,6,0
,0,2,120,120,-2
,0,2,120,118,0
,0,2,118,120,0
,-2,0,118,118,-2
,-2,0,118,120,-2
,-2,2,118,120,-2
,-2,0,124,118,-2
,-2,0,120,118,-2
,-2,0,118,118,-2
,-2,0,120,118,-2
,-2,0,118,118,-4
,-2,2,118,120,-2
,-2,0,118,118,-2
,-2,0,120,118,-2
,-2,0,118,118,0
,-2,0,120,120,-2
,-2,0,118,118,-4
,-2,2,118,118,-2
,-2,120,118,118,-2
,-2,118,118,118,-2
,0,118,86,118,-2
,-2,118,48,120,-2
,-2,118,28,118,-2
,-2,118,16,118,-2
,-2,118,8,120,-2
,-2,120,4,120,-2
,-2,118,2,118,-2
,120,120,0,120,2
,118,118,0,118,118
,118,118,4,118,120
,118,120,0,118,120
,120,118,0,118,120
,120,120,0,120,118
,120,118,0,118,120
,118,120,0,118,118
,118,118,0,120,118
,120,118,0,118,120
,118,120,-2,118,120
,120,120,0,118,118
,120,118,0,118,118
,118,124,0,118,118
,118,120,0,120,118
,118,120,0,120,120
,120,118,-2,118,120
,118,120,0,118,118
,120,118,2,120,118
,120,120,0,118,120
,118,120,0,120,120
,118,118,2,124,118
,120,118,0,118,120
,120,120,2,118,120
,118,118,2,118,118
,120,118,6,118,118
,120,118,2,118,118
,120,118,0,118,120
,118,118,2,118,120
,120,118,2,120,118
,120,120,2,120,118
,118,120,4,120,118
,120,120,0,120,120
,118,120,2,118,120
,118,118,2,120,118
,118,118,2,118,118
,118,120,2,120,118
,118,118,0,120,120
,118,64,0,118,120
,82,38,2,118,120
,46,24,2,118,108
,28,14,2,118,60
,18,14,2,118,36
,12,6,0,118,22
,6,4,2,120,14
,10,4,2,120,8
,2,2,0,120,6
,2,2,2,118,4
,2,2,2,120,2
,2,2,0,120,0
,0,2,0,120,2
,2,2,0,118,0
,0,2,0,120,0
,0,2,0,118,-2
,0,0,4,118,0
,0,2,0,118,0
,-2,0,-2,118,0
,0,2,0,120,0
,-2,2,0,120,0
,-2,2,-2,120,-2
,0,2,120,120,-2
,0,2,118,118,-2
,-2,2,118,118,-2
,-2,0,118,118,-2
,-2,0,120,118,-2
,-2,0,118,118,-2
,-2,0,118,118,-2
,-2,0,118,124,-2
,-2,0,118,118,-2
,-2,0,118,118,-2
,-2,0,120,118,-2
,0,0,118,118,-2
,-2,0,118,118,-2
,-2,0,118,120,-2
,-2,0,118,118,-2
,-2,0,118,120,-2
,-2,0,118,120,-2
,-2,0,120,118,-2
,118,-2,120,118,-2
,118,-2,120,118,0
,120,-2,118,118,120
,120,-2,120,118,120
,120,-2,120,102,120
,120,-2,120,58,118
,120,120,118,34,120
,120,118,118,22,120
,118,118,120,14,120
,118,118,120,8,118
,120,120,118,6,118
,118,118,118,4,118
,120,118,120,2,120
,118,118,118,2,118
,118,118,120,2,120
,118,118,118,0,120
,120,126,120,0,118
,118,120,118,0,118
,120,120,118,6,120
,120,118,118,0,120
,118,118,118,0,120
,118,118,118,0,120
,118,120,118,0,120
,118,120,118,0,118
,120,118,120,-2,120
,124,120,120,0,118
,120,118,118,-2,118
,120,118,120,-2,120
,120,118,120,-2,120
,120,120,118,-2,120
,120,120,118,-2,120
,118,120,118,-2,118
,120,120,118,-2,118
,120,118,118,-2,122
,118,118,118,-2,118
,120,118,118,-2,118
,120,120,120,-2,120
,118,118,120,-2,118
,118,120,118,-2,118
,110,118,118,-2,118
,60,118,118,-2,118
,38,118,118,2,96
,22,120,118,-2,54
,14,118,120,-2,34
,8,118,120,-2,20
,6,124,118,-2,12
,4,120,118,-2,8
,2,118,118,-2,4
,4,120,84,-2,4
,2,118,48,-2,2
,0,118,30,0,2
,2,120,18,-2,0
,2,98,12,-2,0
,2,54,6,-2,0
,2,34,4,-2,0
,0,22,2,-2,0
,0,14,2,0,0
,0,10,4,0,-2
,0,6,2,0,0
,0,4,0,0,0
,-2,4,0,0,0
,0,2,0,0,0
,0,2,0,0,2
,0,2,-2,0,-2
,-2,0,0,2,-2
,-2,2,0,0,-2
,-2,0,-2,0,-2
,-2,2,0,2,-2
,-2,0,-2,2,2
,-2,0,0,0,-2
,-2,0,-2,2,-2
,-2,0,-2,2,0
,-2,0,-2,2,-2
,-2,0,-2,2,-2
,-2,4,0,2,0
,-2,0,-2,2,-2
,-2,0,-2,2,-2
,2,0,-2,2,-2
,-2,0,-2,2,-2
,120,0,-2,2,-2
,120,0,0,2,-2
,118,-2,-2,2,120
,118,-2,-2,2,118
,118,-2,-2,2,118
,120,0,-2,2,120
,118,-2,-2,2,120
,118,-2,-2,2,118
,120,-2,-2,8,118
,120,-2,-2,2,118
,118,-2,-2,2,118
,118,-2,-2,2,120
,118,-2,-2,2,120
,118,-2,-2,2,118
,120,-2,-2,2,118
,120,-2,0,2,120
,118,-2,0,0,118
,118,-2,0,2,120
,120,-2,0,0,120
,118,-2,0,0,118
,118,118,0,-2,118
,120,120,0,0,120
,120,120,0,0,118
,118,118,0,0,118
,120,120,4,0,122
,120,118,-2,0,120
,120,118,0,0,120
,120,120,0,0,118
,118,118,0,0,120
,118,118,0,-2,118
,120,118,2,-2,120
,120,120,2,2,120
,118,118,0,-2,120
,120,118,2,-2,118
,118,120,2,-2,120
,120,118,2,-2,120
,120,118,118,120,118
,118,120,120,118,118
,118,118,120,120,118
,92,120,118,120,120
,52,118,118,118,120
,32,120,120,118,94
,20,118,118,118,54
,14,118,118,118,32
,8,120,120,120,20
,6,118,118,118,12
,4,118,120,118,8
,4,120,126,120,6
,2,118,120,118,4
,2,118,118,118,2
,2,120,120,120,2
,2,118,118,118,2
,0,118,118,118,2
,2,120,120,120,2
,0,118,118,126,0
,2,118,118,118,0
,2,118,120,118,0
,0,120,120,120,0
,0,118,118,118,0
,0,118,118,118,2
,0,120,118,120,0
,0,118,118,120,0
,0,120,118,118,0
,0,120,120,120,0
,0,118,120,118,0
,0,118,118,118,0
,0,100,120,118,0
,0,56,118,118,-2
,-2,34,118,118,0
,-2,22,118,118,0
,-2,12,118,120,-2
,-2,8,120,118,0
,0,4,118,118,-2
,-2,2,120,120,-2
,-2,2,118,118,-2
,-2,2,120,120,0
,-2,2,120,120,-2
,-2,0,118,120,-2
,-2,0,118,118,-2
,120,0,120,118,-2
,120,0,118,118,0
,118,0,120,118,120
,118,2,118,120,120
,118,0,118,122,118
,118,0,118,118,118
,122,0,120,118,118
,120,-2,120,120,118
,118,-2,118,120,118
,120,-2,120,118,120
,120,-2,118,118,118
,118,-2,118,118,120
,118,-2,118,120,118
,120,-2,120,120,118
,118,-2,120,120,118
,118,-2,118,118,124
,120,-2,118,118,120
,118,-2,118,120,118
,118,-2,118,118,120
,120,0,118,118,118
,118,-2,120,118,118
,118,-4,120,120,118
,118,-2,118,118,120
,118,-2,118,120,118
,118,-2,72,118,120
,118,-2,40,118,120
,118,4,28,120,118
,118,-2,14,120,118
,118,-2,10,120,118
,120,0,6,120,120
,118,-2,4,120,118
,120,-2,2,118,120
,120,2,2,118,118
,118,-2,2,118,118
,118,120,2,118,118
,122,120,2,118,120
,120,120,2,120,118
,120,118,2,120,120
,118,118,2,118,118
,68,118,2,118,118
,40,118,2,118,118
,22,118,2,120,82
,16,120,2,118,48
,10,118,6,118,28
,6,120,2,118,18
,6,118,2,118,12
,4,118,2,120,8
,2,118,2,118,4
,2,120,2,118,4
,2,120,2,118,2
,2,118,2,126,8
,2,120,2,118,4
,2,118,2,118,2
,2,118,2,120,2
,2,118,2,118,2
,2,122,2,120,2
,2,120,2,120,2
,2,118,2,118,0
,6,120,2,118,0
,0,120,2,118,2
,0,118,2,118,2
,2,120,0,120,0
,0,120,0,118,0
,0,118,0,118,0
,0,120,0,118,0
,0,120,0,120,0
,0,118,0,82,0
,0,118,0,46,0
,0,118,0,28,-2
,0,118,0,16,0
,0,118,0,10,0
,0,118,0,6,-2
,-2,120,6,4,-2
,0,118,0,6,-2
,0,120,0,2,-2
,-2,120,0,2,-2
,-2,120,-2,2,-2
,-2,120,-2,0,-2
,120,120,-2,2,-2
,118,118,-2,0,0
,120,84,-2,2,-2
,120,48,-2,0,120
,118,30,0,2,120
,120,16,-2,0,118
,120,14,-2,2,118
,118,6,-2,2,124
,118,2,-2,2,118
,122,2,-2,2,118
,118,0,0,2,118
,118,0,-2,2,118
,120,-2,-2,2,118
,118,-2,120,2,120
,118,-2,120,2,118
,120,-2,118,2,118
,118,-2,118,2,120
,118,-2,122,2,120
,120,0,118,2,118
,120,-2,118,2,118
,118,-2,118,2,118
,118,-2,120,2,118
,120,-2,120,0,120
,118,-2,120,2,120
,118,-2,118,0,118
,120,-2,120,0,118
,118,-2,120,0,120
,118,-2,120,0,120
,120,-2,120,2,118
,120,-2,120,0,120
,118,-2,120,0,120
,118,-2,118,0,120
,120,-2,120,0,118
,118,-2,118,0,120
,118,-2,120,0,118
,120,0,118,0,118
,118,-2,118,0,120
,118,-2,118,0,118
,120,0,118,0,118
,110,0,118,0,118
,60,-2,118,0,118
,38,0,118,2,118
,22,-2,118,-2,90
,14,0,120,-2,48
,10,0,120,-2,30
,6,0,120,-2,20
,4,0,120,-2,12
,4,0,118,0,8
,2,0,118,-2,4
,2,120,118,-2,4
,2,120,118,-2,4
,2,120,118,-2,2
,2,118,118,-2,2
,2,120,118,0,2
,2,118,118,-2,2
,2,120,120,-2,2
,2,118,120,-2,2
,2,118,120,-2,2
,2,124,118,-2,2
,2,120,118,-2,2
,2,120,118,-2,2
,4,118,118,-2,2
,0,118,118,-2,2
,0,118,118,-2,2
,2,120,118,2,2
,0,118,118,-2,0
,2,118,118,0,0
,4,118,120,0,0
,0,118,118,0,0
,0,118,126,0,0
,0,118,118,2,0
,0,120,118,0,0
,0,120,118,0,0
,-2,120,118,0,0
,0,118,118,0,0
,0,118,118,0,0
,0,118,120,-2,0
,0,120,120,0,0
,0,120,118,0,-2
,118,118,90,0,-2
,120,118,50,0,-2
,120,118,28,0,10
,118,118,16,0,118
,118,118,10,0,120
,120,118,4,0,120
,118,118,2,2,120
,118,118,0,2,120
,120,124,0,2,120
,118,118,-2,0,118
,118,120,-2,0,118
,120,120,0,0,120
,118,118,0,2,118
,118,120,-2,2,120
,118,120,-2,4,120
,120,118,-2,2,118
,118,92,-2,2,118
,118,52,-2,2,118
,118,30,-2,2,120
,120,18,2,118,120
,120,10,-2,118,118
,120,4,-2,118,120
,118,2,-2,120,120
,118,0,-2,118,120
,118,0,-2,120,118
,118,-2,-2,120,118
,120,0,-2,118,118
,118,-2,-2,118,120
,118,-2,0,118,118
,118,-2,0,118,118
,118,-2,0,118,120
,118,-2,0,120,120
,120,-2,0,120,118
,118,-2,0,120,118
,120,-2,0,118,118
,118,-2,0,120,118
,120,-2,0,120,120
,118,4,0,122,118
,118,-2,0,120,120
,76,-2,0,118,118
,46,0,0,118,120
,26,0,2,118,120
,16,-2,2,118,74
,12,0,2,118,42
,8,0,2,120,28
,6,0,2,118,16
,2,0,0,118,10
,2,0,2,118,6
,2,0,4,120,6
,2,0,2,118,4
,2,0,2,120,2
,2,0,2,118,2
,2,0,2,120,2
,2,0,2,120,2
,2,2,2,118,2
,2,0,2,118,2
,2,0,0,118,2
,2,2,2,118,0
,2,2,2,118,2
,2,2,2,118,2
,2,2,2,122,2
,2,2,2,118,2
,2,2,2,120,2
,2,120,2,118,2
,2,118,2,120,2
,2,120,6,118,2
,2,122,2,118,2
,2,118,2,118,0
,0,120,120,118,2
,2,120,120,118,0
,0,120,118,120,0
,0,118,120,118,0
,0,120,118,118,0
,0,118,120,118,0
,0,120,120,118,2
,0,120,120,120,-2
,0,118,118,118,0
,-2,118,118,118,0
,118,118,118,118,0
,120,118,118,118,0
,120,120,120,118,0
,118,118,120,118,36
,118,118,118,118,120
,118,120,118,126,118
,118,118,118,118,120
,120,118,118,120,118
,120,120,118,118,118
,118,118,118,118,118
,118,118,118,118,118
,118,120,120,120,118
,120,118,120,120,120
,118,118,118,120,120
,120,120,118,120,120
,118,118,118,118,118
,120,118,126,118,120
,118,120,118,118,118
,118,118,118,118,120
,118,120,120,118,120
,122,120,118,118,120
,118,120,118,118,118
,118,118,118,118,120
,120,118,118,118,120
,120,118,120,118,120
,118,120,120,118,122
,118,120,118,118,120
,118,120,118,118,120
,120,118,118,120,120
,118,118,118,118,118
,120,118,118,118,118
,120,88,120,118,120
,118,48,120,118,120
,118,28,118,120,120
,118,16,118,120,118
,118,10,120,118,120
,118,4,118,118,118
,118,2,118,118,118
,118,0,120,118,118
,118,0,120,118,118
,68,0,118,118,120
,40,-2,118,118,120
,24,-2,118,118,118
,20,-2,118,118,72
,10,-2,118,118,42
,6,-2,122,120,26
,4,0,118,118,16
,2,-2,120,120,12
,2,-2,120,118,8
,2,0,118,118,4
,2,0,118,104,4
,2,-2,118,56,4
,2,0,120,32,2
,2,0,118,18,2
,2,0,118,12,2
,2,0,118,6,2
,2,0,108,2,2
,2,0,60,4,2
,2,0,36,0,2
,2,0,22,-2,2
,2,0,14,0,4
,2,0,10,-2,2
,2,0,6,-2,2
,2,2,4,-2,2
,2,2,2,-2,2
,2,0,2,-2,2
,2,2,2,-2,2
,2,2,2,-2,2
,2,2,2,-2,2
,2,4,2,-2,2
,2,2,2,-2,2
,2,0,2,-2,2
,2,2,2,-2,0
,0,2,0,-2,0
,0,2,0,-2,0
,0,2,2,-2,0
,0,2,0,-2,0
,0,2,0,0,0
,0,120,2,0,0
,120,120,2,0,0
,120,118,0,4,0
,118,118,0,0,0
,120,118,0,0,118
,118,120,0,0,120
,118,118,0,0,118
,118,118,0,-2,118
,120,120,0,2,120
,118,118,-2,0,118
,118,120,0,0,120
,120,118,0,0,118
,118,118,0,2,118
,120,120,0,0,120
,118,120,-2,2,120
,118,118,-2,0,118
,120,118,-2,2,118
,118,118,-2,2,120
,118,118,-2,2,120
,120,120,2,2,120
,120,122,-2,2,120
,118,118,-2,2,118
,120,118,0,2,118
,122,120,-2,2,120
,120,120,-2,2,118
,118,118,-2,4,118
,120,120,-2,0,120
,120,120,-2,2,118
,118,118,-2,2,118
,120,120,-2,2,118
,118,120,-2,2,118
,118,118,-2,0,120
,120,118,-2,2,118
,118,118,-2,2,120
,118,120,-2,2,120
,118,118,-2,2,118
,120,118,-2,2,120
,120,120,-2,2,120
,120,118,-2,0,118
,120,118,0,0,120
,88,118,0,2,120
,50,118,0,2,118
,30,118,2,0,118
,18,120,0,0,114
,12,118,0,0,62
,8,120,0,0,36
,4,100,120,0,22
,2,54,118,0,14
,2,32,118,2,8
,2,26,118,0,6
,2,10,120,0,2
,2,6,118,0,4
,2,4,120,0,2
,2,2,120,0,2
,2,0,118,0,2
,2,0,120,-2,2
,2,0,118,-2,2
,2,0,120,0,0
,2,0,120,0,2
,2,0,118,-2,0
,2,0,118,-2,2
,2,0,118,-2,2
,2,0,118,-2,2
,2,-2,118,-2,2
,2,0,118,-2,2
,2,0,126,-2,2
,2,2,118,-2,2
,2,0,118,-2,2
,2,2,120,-2,2
,2,2,120,-2,2
,2,2,120,-2,2
,2,2,118,4,0
,0,2,120,-2,0
,2,2,118,-2,2
,2,2,120,-2,2
,2,2,120,-2,2
,0,0,118,-2,2
,0,2,118,0,0
,2,4,118,-2,0
,0,2,120,-2,0
,120,0,120,0,2
,120,2,118,0,2
,120,2,118,120,0
,120,2,118,120,120
,118,0,118,118,120
,118,2,118,120,118
,118,2,118,118,118
,118,2,120,118,124
,118,2,122,120,120
,118,2,118,118,120
,118,2,120,118,120
,120,2,120,118,118
,118,0,118,118,118
,118,120,118,120,120
,120,120,122,126,118
,118,118,120,118,118
,118,118,118,118,118
,120,120,120,118,118
,118,118,118,120,118
,120,118,118,118,118
,118,118,118,120,120
,120,120,118,118,118
,118,118,118,120,118
,118,118,118,120,118
,124,118,120,120,118
,118,118,118,118,118
,118,118,118,118,120
,120,124,120,120,120
,118,118,118,118,118
,118,120,118,120,120
,118,120,120,120,118
,118,120,118,118,118
,118,118,94,118,120
,118,118,52,118,120
,120,118,30,118,118
,120,120,18,118,118
,118,118,10,118,120
,118,120,6,126,118
,118,118,2,118,120
,78,118,0,118,120
,44,118,0,118,118
